X1	Chr	Position	logR
SNP_A-2075077	19	35276963	-0.1085
CN_767716	19	35277607	0.1439
CN_767717	19	35278464	-0.1674
CN_767718	19	35279588	-0.7252
SNP_A-2139930	19	35281568	-0.4747
SNP_A-4276731	19	35281996	-0.1085
SNP_A-8449520	19	35283653	-0.1558
SNP_A-8312684	19	35288519	-0.4305
CN_767719	19	35288644	-0.2341
CN_767722	19	35294260	0.1325
CN_767720	19	35294356	-0.6016
CN_767721	19	35294424	0.4764
CN_767723	19	35297579	0.1716
CN_767724	19	35298514	-0.5236
CN_767725	19	35298764	-0.983
CN_767726	19	35298782	-0.8455
CN_767727	19	35302135	-0.009
SNP_A-8511645	19	35304081	-0.3012
SNP_A-8368472	19	35304513	-0.0641
SNP_A-1786601	19	35305076	-0.4081
SNP_A-2242879	19	35307765	-0.4564
SNP_A-8310111	19	35308603	0.3452
SNP_A-8567055	19	35309759	-0.6147
CN_767728	19	35315941	-1.2016
SNP_A-8651649	19	35315986	-1.398
CN_767729	19	35316697	-1.0326
SNP_A-4296887	19	35316824	-0.0596
SNP_A-2307659	19	35316853	-0.4361
SNP_A-8406339	19	35317023	0
CN_767730	19	35317988	0.332
SNP_A-1823555	19	35320433	-0.2187
CN_767731	19	35320512	0.6691
CN_767732	19	35322182	0.4764
CN_767733	19	35322197	0.3769
CN_767734	19	35323014	-0.246
SNP_A-4302677	19	35325496	0.3769
SNP_A-8487090	19	35327994	-0.993
SNP_A-1819590	19	35329348	0.0239
CN_767735	19	35329919	-0.7351
CN_767736	19	35330408	-0.0496
CN_767737	19	35333678	-0.3716
SNP_A-2065475	19	35334302	-0.5631
CN_767738	19	35335187	-0.578
SNP_A-8691601	19	35335275	-0.5742
CN_767739	19	35336145	0.142
CN_767740	19	35344402	-0.5654
SNP_A-4281227	19	35344679	-0.1365
CN_767741	19	35344986	-0.0261
CN_767742	19	35345695	-0.083
CN_767743	19	35345932	0.0219
CN_767744	19	35346547	-1.0326
SNP_A-2170124	19	35348827	-1.1516
SNP_A-8513918	19	35349139	-0.1085
CN_767749	19	35355248	-0.1402
CN_767745	19	35355321	-0.0596
CN_767746	19	35355472	-0.3012
CN_767747	19	35355500	-0.1085
CN_767748	19	35355649	0.1285
CN_767750	19	35355903	-0.3536
CN_767751	19	35356234	-1.568
SNP_A-8706296	19	35356251	-1.7162
SNP_A-8626879	19	35358159	0.6691
CN_767752	19	35358269	0.2285
CN_767753	19	35358285	0.0328
CN_767754	19	35358319	-0.0892
CN_767755	19	35358407	-0.1293
CN_767756	19	35358420	-0.2187
CN_767758	19	35358591	-0.1365
CN_767759	19	35364451	0.0614
CN_767760	19	35364547	-0.467
CN_767761	19	35365141	0.1545
CN_767762	19	35365179	0.4024
CN_767763	19	35365304	0.316
CN_767764	19	35365384	0.3695
CN_767767	19	35365657	0.1545
CN_767768	19	35365693	-0.4711
CN_767765	19	35365759	0.0614
CN_767766	19	35365801	-0.2605
CN_767769	19	35366205	0.4764
CN_767770	19	35366234	0.2285
CN_767771	19	35366261	0.2285
CN_767772	19	35366296	0.6369
CN_767773	19	35366721	-0.3861
CN_767774	19	35366964	-0.7252
CN_767775	19	35370268	0.576
CN_767776	19	35370747	-0.1516
CN_767777	19	35370767	-0.8861
SNP_A-8418784	19	35370793	-1.5236
CN_767778	19	35370877	0.029
CN_767779	19	35370946	1.4764
CN_767781	19	35375842	-0.398
CN_767782	19	35375884	-0.1293
CN_767783	19	35375899	-0.2605
CN_767784	19	35376052	-0.3012
SNP_A-1956863	19	35379446	-0.708
SNP_A-1956865	19	35379534	-0.73
CN_767785	19	35383481	0.0743
CN_767786	19	35383881	-0.7041
CN_767787	19	35385420	-0.487
CN_767788	19	35385973	0.2451
CN_767789	19	35387478	-0.8646
CN_767791	19	35389988	-0.3078
CN_767792	19	35391557	-0.0541
SNP_A-2249412	19	35391585	-0.5236
CN_767793	19	35392003	-0.7041
CN_767794	19	35392381	-0.1312
CN_767796	19	35392720	0.2034
CN_767797	19	35395995	-0.3121
CN_767798	19	35396193	-0.1865
SNP_A-1812538	19	35396227	-0.2605
SNP_A-8647193	19	35399303	-0.1934
SNP_A-4229130	19	35399532	-0.2941
CN_767799	19	35399782	0.0614
SNP_A-8448327	19	35400352	-0.7773
CN_767800	19	35400353	-0.6704
CN_767801	19	35402651	-0.4049
CN_767802	19	35402749	-0.1674
SNP_A-4246804	19	35407016	-0.1336
CN_767803	19	35407359	-0.6231
SNP_A-1822422	19	35407739	-0.4747
CN_767804	19	35409673	-0.2784
SNP_A-2172468	19	35410239	0.0614
CN_767805	19	35410458	0.4258
SNP_A-8706644	19	35412804	-0.4888
SNP_A-8492833	19	35413084	-1.4411
CN_166834	19	35417111	0.0614
SNP_A-4217811	19	35419102	-0.606
CN_767806	19	35419310	-0.7866
CN_767807	19	35420439	0.3065
SNP_A-8590876	19	35420679	-0.1085
CN_767808	19	35428968	-0.611
CN_767809	19	35429581	-0.3467
SNP_A-1786603	19	35429793	-0.5654
SNP_A-2229821	19	35430795	0.1869
CN_166835	19	35432053	0.1661
SNP_A-8291802	19	35432476	0.4764
SNP_A-8525623	19	35433136	-0.4111
CN_767810	19	35433610	-0.568
CN_767811	19	35435047	-0.3815
SNP_A-8473097	19	35437664	-0.3078
SNP_A-8712359	19	35437732	-0.9386
CN_767812	19	35437897	-0.0211
CN_767813	19	35442052	-0.4829
CN_767814	19	35445770	-0.2736
SNP_A-4301920	19	35446135	-0.1085
CN_767815	19	35446435	0.0458
SNP_A-1934619	19	35446697	-0.2281
CN_767816	19	35446980	-0.5592
CN_767817	19	35451541	-0.611
SNP_A-8312463	19	35451998	-0.2941
CN_767818	19	35452083	0.1072
SNP_A-2247955	19	35452231	-0.2016
SNP_A-1879425	19	35452867	-0.5631
CN_166838	19	35454961	-0.5742
CN_767819	19	35455791	-0.1085
CN_767820	19	35462237	0.2212
SNP_A-8295950	19	35462566	-0.1336
CN_767821	19	35465175	-0.5236
SNP_A-8567251	19	35465488	-0.611
CN_767822	19	35465872	-0.8231
SNP_A-8308246	19	35467775	0.0458
SNP_A-2116991	19	35467963	0.3472
CN_767823	19	35469994	-0.3407
CN_767824	19	35470390	0.4764
CN_767825	19	35472742	-0.2605
SNP_A-8625715	19	35473980	0.0759
CN_767826	19	35474298	0.2227
SNP_A-2213282	19	35474490	-0.2605
CN_767827	19	35477016	-0.3309
CN_769901	19	35477536	-0.8455
SNP_A-8392392	19	35478242	-0.6346
CN_769902	19	35478690	0.0328
SNP_A-8451725	19	35478887	0.6829
SNP_A-8401229	19	35479577	-0.0326
SNP_A-8608906	19	35479793	-0.1451
CN_769903	19	35481113	-0.1085
CN_769904	19	35481857	0.0979
SNP_A-8389662	19	35482387	-0.7041
CN_769905	19	35483141	0.875
SNP_A-8412620	19	35483300	-0.0326
SNP_A-8710859	19	35483753	-0.0496
SNP_A-2022173	19	35484665	-0.733
SNP_A-1808736	19	35485019	-0.6528
CN_769906	19	35485535	-0.1085
CN_769907	19	35485778	-0.7992
SNP_A-8413363	19	35488843	-0.4263
CN_769908	19	35489542	-0.5592
SNP_A-2259685	19	35490804	-0.6935
CN_769909	19	35496309	-1.1934
SNP_A-4294894	19	35497846	-0.5236
SNP_A-8362596	19	35497892	0.017
SNP_A-8715961	19	35499070	-0.3536
SNP_A-8366460	19	35499509	0.1545
CN_166844	19	35507324	0.3189
CN_769910	19	35512434	-0.611
CN_769911	19	35512778	-0.1558
SNP_A-8306497	19	35512819	-0.3309
SNP_A-1817634	19	35513204	-0.2016
CN_769912	19	35518619	-0.5709
SNP_A-2144562	19	35519356	0.1072
SNP_A-2178614	19	35519757	0.1203
SNP_A-8482135	19	35522961	-0.3467
CN_166845	19	35528270	-0.1516
CN_769913	19	35530725	-0.3861
CN_769914	19	35532516	-0.1674
SNP_A-8407712	19	35532830	-0.7715
CN_769915	19	35532886	-0.3631
SNP_A-1821018	19	35533840	-0.5976
SNP_A-2022914	19	35534023	-0.0166
SNP_A-2072047	19	35535333	-0.5236
CN_769916	19	35535692	-0.983
CN_769917	19	35539190	-0.467
CN_769918	19	35540448	0.2354
SNP_A-2192392	19	35540496	-0.191
CN_769919	19	35540729	-0.8928
SNP_A-1950738	19	35542558	-0.611
CN_769920	19	35544742	0.0779
SNP_A-2082029	19	35547488	0.1545
SNP_A-2125186	19	35548776	-0.5976
CN_769921	19	35551087	-0.6167
SNP_A-2080395	19	35551174	-0.009
SNP_A-8441851	19	35551305	-0.1674
CN_769922	19	35552687	-0.1651
SNP_A-8616029	19	35554501	-0.071
SNP_A-8318273	19	35556055	-0.272
CN_769923	19	35561527	-0.1365
CN_769924	19	35562550	0.0931
CN_769925	19	35564577	-0.0166
CN_769926	19	35565139	-0.6305
SNP_A-1898260	19	35567872	0.2623
CN_769927	19	35569034	-0.1558
CN_769928	19	35570937	-0.161
SNP_A-4282395	19	35570950	-0.3078
CN_769929	19	35571553	0.7521
SNP_A-8593461	19	35576717	0.3189
SNP_A-8461802	19	35577160	-0.1336
SNP_A-2044562	19	35578730	0.4258
CN_769930	19	35578887	0.533
CN_769931	19	35579114	-0.1934
SNP_A-8542034	19	35584351	-0.2298
SNP_A-8318406	19	35588017	-0.1934
SNP_A-8527102	19	35589034	-0.2341
SNP_A-8373049	19	35593436	-1.0679
CN_769932	19	35594202	-0.0444
SNP_A-8559889	19	35597044	-1.2341
CN_769933	19	35598908	-0.1312
CN_769934	19	35599318	0.991
CN_769935	19	35604517	-0.6528
CN_769936	19	35605875	-1.4411
SNP_A-2108788	19	35606395	-0.4166
SNP_A-2239146	19	35606426	-0.3792
CN_769937	19	35606959	-0.246
CN_769938	19	35608642	-0.5236
CN_769939	19	35609689	-0.272
CN_769940	19	35610417	-0.684
SNP_A-8714763	19	35615435	0.4764
CN_769941	19	35615833	0.2051
CN_769942	19	35615903	-0.2095
CN_769943	19	35625546	0.0865
SNP_A-1911661	19	35633274	0.0779
CN_166859	19	35637256	0.533
CN_769944	19	35638472	0.017
CN_769945	19	35639163	-1.1807
SNP_A-2168906	19	35639838	0.1394
CN_769946	19	35646707	-0.3391
CN_769947	19	35651234	0.7659
CN_769948	19	35656223	-1.7112
CN_769949	19	35656441	-0.7866
CN_769950	19	35657624	-1.398
CN_769951	19	35658114	-0.4049
SNP_A-8532568	19	35658548	-0.1516
CN_769952	19	35678978	0.0822
CN_769953	19	35683092	-0.3012
CN_769954	19	35686929	0.0025
SNP_A-8385073	19	35690144	-0.3309
CN_769956	19	35692696	-1.487
SNP_A-8415016	19	35692712	-1.6935
CN_769957	19	35692997	-0.6528
CN_769960	19	35699161	-0.4166
CN_769961	19	35700218	-1.161
CN_769962	19	35700729	-0.0679
CN_769963	19	35706863	-0.1085
CN_769964	19	35710338	-0.4851
CN_769965	19	35710800	-0.3861
CN_769966	19	35712091	-1.1756
CN_769967	19	35713102	-0.4851
SNP_A-2040569	19	35713788	0.3769
SNP_A-8631733	19	35723272	-0.809
SNP_A-8555339	19	35725155	-0.0261
CN_769968	19	35731136	0.3244
CN_769969	19	35731579	-0.1756
SNP_A-8689733	19	35734719	-0.2016
SNP_A-4250173	19	35735098	0.2838
CN_769970	19	35737637	-1.0326
CN_769971	19	35738950	0.2771
SNP_A-2245697	19	35739273	-0.3631
CN_166873	19	35742353	-0.4049
CN_166874	19	35754157	-0.6756
SNP_A-8645267	19	35759358	0.4258
CN_769974	19	35759716	0.0805
CN_769975	19	35760183	-0.009
SNP_A-2306812	19	35760425	0.2249
CN_769976	19	35764181	0.2748
CN_769977	19	35765386	0.1285
CN_769978	19	35765609	0.0239
CN_769979	19	35773034	-0.1085
CN_769980	19	35773264	-1.2116
CN_769981	19	35777146	0.3833
CN_769982	19	35779412	-0.1699
CN_166880	19	35779900	-0.0641
SNP_A-8455591	19	35780237	-0.2435
CN_769983	19	35780287	-0.0444
CN_769984	19	35802365	-0.7215
CN_769985	19	35804617	-0.7162
CN_769986	19	35805099	-1.1481
CN_769987	19	35805764	-0.5976
SNP_A-2034361	19	35807183	-0.1756
CN_769988	19	35810826	-0.561
CN_769989	19	35813721	-1.224
CN_769990	19	35814937	-0.5236
CN_769991	19	35815295	-0.08
SNP_A-8325783	19	35816465	-0.1825
SNP_A-1952118	19	35818616	-0.1085
CN_769992	19	35820046	-2.1674
CN_769993	19	35821710	-0.4622
CN_769994	19	35822035	0.1439
CN_769995	19	35825839	0.1139
CN_769996	19	35826452	-0.7715
CN_769997	19	35827643	0.1769
SNP_A-8713591	19	35828804	-0.3576
CN_769998	19	35833255	-0.3012
SNP_A-2147837	19	35833422	-0.0679
CN_769999	19	35835590	-0.9641
CN_770000	19	35837973	-0.9565
CN_770001	19	35840976	-0.5236
SNP_A-8625497	19	35841620	-0.5654
CN_770002	19	35841718	-0.5236
CN_770003	19	35843103	0.4764
SNP_A-1781213	19	35843517	0.1661
CN_770004	19	35852880	-0.6016
CN_770005	19	35855064	0.1203
SNP_A-1859093	19	35855098	-0.1085
CN_770006	19	35855331	-0.5236
SNP_A-4275895	19	35857688	-0.9565
CN_770007	19	35858881	0.2051
CN_770008	19	35859555	-0.639
CN_770009	19	35864993	-1.224
CN_166893	19	35865591	0.5289
CN_770010	19	35871959	-0.2116
CN_770011	19	35874383	-0.4111
CN_770012	19	35876489	0.3114
CN_770013	19	35876983	0.0979
CN_770014	19	35878004	-0.9106
CN_770015	19	35880945	-0.2479
CN_770016	19	35881325	-0.5236
SNP_A-8474138	19	35882465	-0.3012
CN_770017	19	35884712	-0.1481
CN_770018	19	35885074	-0.4829
CN_166898	19	35885976	-0.993
SNP_A-8711967	19	35890962	-0.594
CN_770019	19	35892353	-0.1865
CN_770020	19	35893535	-0.2116
SNP_A-8678680	19	35895026	-1.8861
CN_770021	19	35895623	-0.708
SNP_A-8610340	19	35896979	-0.7773
CN_770022	19	35897140	-0.398
CN_770023	19	35897241	-0.9021
CN_770024	19	35904194	-0.1756
CN_770025	19	35916896	-0.0596
CN_770026	19	35919173	-0.0166
CN_770027	19	35919792	0.2034
CN_770028	19	35921062	-0.2435
CN_770029	19	35928787	-0.6811
CN_770031	19	35929836	-0.746
CN_770032	19	35932419	-0.2854
CN_166909	19	35934740	0.1545
CN_770033	19	35934776	-0.2605
CN_772098	19	35945544	0.0108
SNP_A-8711181	19	35946909	-0.7112
SNP_A-8649122	19	35948323	-0.6611
SNP_A-8516543	19	35953461	-0.4081
CN_772099	19	35956324	-0.1674
CN_772100	19	35960182	-0.487
CN_772101	19	35961916	-0.4851
CN_772102	19	35965058	-0.6611
CN_772103	19	35965671	-0.2756
CN_772104	19	35965841	-1.1425
CN_772105	19	35967729	0.0614
CN_772106	19	35968656	0.1926
CN_772107	19	35970119	-0.7215
SNP_A-2077200	19	35972333	-0.398
CN_772110	19	35980878	0.0435
SNP_A-2268032	19	35980934	0.4024
CN_772111	19	35981076	0.422
CN_772112	19	35982217	-0.971
CN_772113	19	35986208	0.1394
CN_772114	19	35986923	-0.6611
SNP_A-8512617	19	35986953	0.242
CN_166918	19	35988580	-1.5877
SNP_A-8628063	19	35989772	-0.556
CN_772115	19	35993024	0.102
CN_772116	19	35993249	0.0614
CN_772117	19	35993830	0.254
CN_772118	19	35999075	-0.0305
CN_772119	19	36004349	-0.5236
CN_166922	19	36005318	-0.0875
CN_772120	19	36007839	-1.1425
CN_772121	19	36010302	0.2649
CN_772122	19	36020035	-0.398
CN_772123	19	36025221	0.2996
CN_772124	19	36025830	-0.606
CN_772125	19	36027424	0.1139
SNP_A-8636539	19	36028863	-0.0875
CN_772126	19	36029749	-0.009
SNP_A-2062739	19	36029863	0.0979
SNP_A-8480493	19	36033088	0.0403
SNP_A-8456172	19	36033380	-0.4805
CN_772127	19	36033547	-0.2298
CN_772128	19	36033959	-1.246
SNP_A-8678605	19	36044818	-0.4904
CN_772129	19	36044933	-1.4829
CN_166929	19	36045012	-0.928
CN_772130	19	36047904	-0.8455
CN_166931	19	36051707	-0.398
CN_772131	19	36056544	0.1452
SNP_A-2190928	19	36056628	-0.0183
SNP_A-8426992	19	36058788	0.0931
CN_166933	19	36058804	-0.1085
CN_772132	19	36060002	-0.3407
CN_772133	19	36060586	0.254
SNP_A-1925398	19	36061179	0.2212
CN_772134	19	36063756	-0.2756
CN_772135	19	36064942	-0.3309
CN_772136	19	36071768	0.017
SNP_A-2144390	19	36072155	-0.3815
SNP_A-2276687	19	36072518	-0.7019
CN_772137	19	36072797	-0.2605
SNP_A-2036417	19	36072847	-0.5236
CN_772138	19	36073856	0.1285
CN_772139	19	36077192	-0.9641
CN_772140	19	36077896	-0.2016
CN_772141	19	36079494	-0.2479
SNP_A-8467345	19	36081662	0.1394
CN_772142	19	36082479	0.3065
CN_772143	19	36083104	-0.3407
SNP_A-2164367	19	36083459	-0.7215
SNP_A-8317186	19	36083573	-0.1085
SNP_A-2264879	19	36083896	-0.1756
SNP_A-8587948	19	36088406	-1.7921
CN_772144	19	36088492	-1.0508
CN_772145	19	36090982	0.2838
SNP_A-8499171	19	36092332	-0.5877
CN_772147	19	36098693	-0.5236
SNP_A-1844502	19	36100529	-0.8037
SNP_A-1789147	19	36104534	-0.1825
CN_772148	19	36108900	-0.5236
CN_772150	19	36110690	-0.594
CN_772151	19	36112840	-0.7215
CN_772152	19	36115091	-0.2605
SNP_A-1957214	19	36119288	-1.5236
SNP_A-8603285	19	36120359	-0.3716
CN_772153	19	36129486	-0.0641
SNP_A-8435914	19	36130741	-0.6167
SNP_A-8636350	19	36132064	0.1683
CN_772154	19	36134685	-0.6704
CN_772155	19	36134968	-0.3631
CN_772156	19	36136274	-0.0612
SNP_A-8434951	19	36136888	-0.9221
CN_772157	19	36138859	-1.246
CN_772158	19	36139662	-0.2081
CN_772159	19	36144670	-0.2784
CN_772160	19	36145971	-0.2854
SNP_A-8692689	19	36146491	-0.8455
SNP_A-8397613	19	36146712	-0.224
CN_772162	19	36156856	0.029
CN_772165	19	36164505	-0.0679
CN_166951	19	36165204	-0.08
CN_772166	19	36165337	0.2008
CN_772167	19	36174208	0.1545
SNP_A-8643934	19	36175265	0.0476
SNP_A-8348773	19	36176091	-1.1674
CN_166953	19	36176896	-0.6528
CN_772168	19	36177766	-0.0854
SNP_A-8397260	19	36179396	-0.2479
CN_772169	19	36180457	-0.4747
CN_772170	19	36180957	0.0894
CN_772172	19	36185572	-0.5236
CN_772173	19	36186255	-0.2605
CN_772174	19	36189095	-0.733
CN_772175	19	36189171	0.017
CN_772176	19	36195492	-0.0541
CN_772177	19	36198902	0.1139
SNP_A-1839509	19	36199972	-0.1481
CN_772178	19	36200062	-0.2756
CN_772179	19	36201459	-0.224
CN_772180	19	36206951	0.1827
CN_772181	19	36207756	0.1963
CN_772182	19	36208132	-0.2373
CN_772183	19	36212303	-0.4456
SNP_A-8587407	19	36216776	-0.5907
CN_772184	19	36218226	-0.0444
CN_772185	19	36224069	-0.3903
SNP_A-8592100	19	36226209	0.0931
CN_772186	19	36226495	0.4764
CN_772187	19	36227458	-0.5236
SNP_A-8378306	19	36229319	0.2034
SNP_A-2022532	19	36229488	0.3129
SNP_A-4246590	19	36230466	0.007
CN_772188	19	36233002	0.422
CN_772189	19	36233496	-0.2016
CN_772190	19	36234777	-0.6548
SNP_A-8590847	19	36236463	-0.0261
CN_772191	19	36237418	0.2134
CN_772192	19	36238033	-0.2736
CN_772193	19	36238714	0.2959
CN_166968	19	36239139	-0.1516
SNP_A-2141716	19	36248165	-0.3649
SNP_A-8433509	19	36250202	-0.6332
SNP_A-8530007	19	36250821	-2.4778
CN_772194	19	36252571	-0.0541
SNP_A-8699004	19	36258756	-0.2095
CN_772195	19	36260813	-0.3716
SNP_A-8385056	19	36261319	-0.32
CN_772196	19	36261773	0.2623
CN_772197	19	36262089	-0.6456
CN_772198	19	36265950	-0.5236
SNP_A-8358821	19	36267829	-0.4532
SNP_A-4294254	19	36267995	-0.4049
CN_772199	19	36314803	0.2249
CN_772200	19	36315613	0.1623
CN_772201	19	36316398	1.2134
CN_772202	19	36334346	0.1394
SNP_A-8678089	19	36334556	0.5727
CN_772203	19	36336037	0.0239
CN_167026	19	36336781	0.364
CN_772204	19	36339409	0.4764
CN_772205	19	36354973	-0.0261
CN_772206	19	36355248	0.007
CN_772207	19	36355288	-0.594
CN_772208	19	36355726	-1.224
CN_772209	19	36355779	-0.4166
CN_772210	19	36355827	-0.6935
CN_772211	19	36356476	-0.4411
CN_772212	19	36356495	-0.5654
CN_772213	19	36356511	-0.6528
CN_772214	19	36356542	-0.0444
CN_772215	19	36356596	-0.2341
CN_772216	19	36356735	-0.0381
CN_772217	19	36356789	-0.1481
CN_772221	19	36356859	0.0759
CN_167032	19	36356902	0.1545
CN_772218	19	36356917	0.0476
CN_772219	19	36356932	-0.0444
CN_772220	19	36356974	0.0476
SNP_A-8448942	19	36357702	-0.5236
CN_772223	19	36361701	-0.4411
CN_772224	19	36361843	-0.5976
CN_772225	19	36361987	0.0759
CN_772226	19	36362175	-0.9386
CN_772227	19	36362212	-1.0381
CN_772229	19	36362435	-0.4564
CN_772228	19	36362538	-0.1085
CN_772230	19	36362590	-0.4851
CN_774297	19	36362647	-0.2016
CN_774298	19	36362671	-0.0381
CN_774299	19	36362694	-0.0261
CN_774300	19	36368534	-0.6528
CN_774301	19	36368563	-0.7041
CN_774302	19	36368618	-0.6935
CN_774303	19	36368746	-0.4829
CN_774304	19	36370665	-0.3903
CN_774306	19	36370695	-0.3536
CN_774307	19	36370743	-0.2016
CN_774305	19	36370957	-0.7715
CN_774310	19	36371212	0.0614
CN_774308	19	36371508	-0.1293
CN_774309	19	36371686	-0.343
CN_774311	19	36375356	-4.2784
CN_774312	19	36376134	0.361
CN_774313	19	36379381	-0.2605
SNP_A-1797543	19	36380393	0.1139
SNP_A-8527833	19	36380828	0.6609
CN_774314	19	36387551	0.4764
CN_774315	19	36389426	-0.4217
CN_774316	19	36390003	-0.1085
CN_774317	19	36390244	-0.5236
CN_774318	19	36394629	0.4275
CN_774319	19	36395363	-0.306
CN_774320	19	36395690	-0.4747
CN_774321	19	36401263	-0.983
CN_774322	19	36401697	0
CN_774323	19	36402049	0.1439
CN_774324	19	36406398	0.0931
CN_774325	19	36406758	-0.0596
CN_774326	19	36406881	-0.73
CN_774327	19	36408795	-0.2962
SNP_A-2230690	19	36410108	-0.3923
CN_774328	19	36412111	0.017
SNP_A-8487719	19	36412360	0.3733
SNP_A-4197914	19	36412527	0.3654
CN_774329	19	36412662	0.3296
CN_774330	19	36414646	-0.2605
CN_774331	19	36415170	-0.2095
CN_774332	19	36419369	-1.0261
CN_774333	19	36419746	-0.4532
CN_774334	19	36419884	-0.224
CN_774335	19	36423177	-0.0166
CN_774336	19	36423446	0.1963
SNP_A-4193870	19	36424129	-0.6279
CN_774337	19	36424155	-0.2605
CN_774338	19	36430314	-0.758
CN_774339	19	36430496	-0.2962
CN_774341	19	36440854	-0.6528
SNP_A-2150411	19	36441055	0.2134
CN_774342	19	36441195	-0.3716
CN_774343	19	36442015	-0.8037
CN_774344	19	36443644	-0.4778
CN_774346	19	36446844	-0.5236
SNP_A-1961195	19	36447692	0.0025
CN_774347	19	36447869	0.0614
CN_774348	19	36448178	-0.224
CN_774349	19	36450959	0.1325
CN_167052	19	36451179	0.2838
CN_774350	19	36457038	0.0614
SNP_A-8716643	19	36459269	0.1439
CN_167056	19	36463009	-1.1085
CN_774351	19	36464830	-0.4888
SNP_A-8488285	19	36465208	1.0841
CN_774352	19	36465361	0.834
CN_774353	19	36468317	-1.4904
CN_774354	19	36468838	-0.9742
CN_774355	19	36469735	0.4764
CN_774356	19	36472277	-0.1336
SNP_A-8622818	19	36473474	0.1926
SNP_A-4271854	19	36473879	-0.2756
SNP_A-8455154	19	36474174	0.6464
CN_774357	19	36474431	0.3733
CN_774358	19	36475663	-0.1934
CN_774360	19	36480642	0.0979
CN_774361	19	36483028	-0.8646
SNP_A-8352368	19	36488475	0.0108
CN_774362	19	36488554	0.1769
CN_774363	19	36489016	-0.5236
SNP_A-2177278	19	36489059	-0.611
CN_774364	19	36494984	-0.0761
CN_774365	19	36497320	0.1045
CN_774366	19	36509261	-1.9498
CN_774367	19	36510004	-1.3716
CN_774368	19	36514729	-0.0496
CN_774369	19	36515048	-0.3716
CN_774370	19	36515664	0.5639
CN_774371	19	36522683	-0.5236
SNP_A-8372001	19	36523170	-0.398
CN_774372	19	36523268	-0.5236
SNP_A-2256212	19	36524985	0.0979
SNP_A-4246281	19	36525423	-0.8955
SNP_A-1955705	19	36526894	-0.1085
CN_774373	19	36531149	-0.809
CN_774374	19	36535212	-0.5236
SNP_A-2252201	19	36535541	-0.7675
CN_774375	19	36535624	0.3296
SNP_A-8556777	19	36536168	-0.983
SNP_A-1850269	19	36536315	-0.8811
CN_774376	19	36537861	-0.2341
CN_774377	19	36538118	-0.1699
CN_774378	19	36538897	-0.487
CN_774379	19	36542214	-0.1674
CN_774380	19	36542921	-0.3171
CN_774381	19	36545354	0.0979
CN_774382	19	36546428	0.0731
SNP_A-4219662	19	36547190	0.5171
SNP_A-4194800	19	36547514	-0.5631
CN_774383	19	36547578	-0.6016
SNP_A-8447024	19	36549111	-0.6528
CN_774384	19	36549669	-0.4496
SNP_A-8681402	19	36549757	0.4764
CN_774385	19	36550203	-1.071
CN_774386	19	36553692	0.7495
CN_774387	19	36554144	-0.3536
SNP_A-8404527	19	36556570	0.0614
SNP_A-8367447	19	36557215	0.3244
SNP_A-1960210	19	36559880	-0.6935
CN_774389	19	36560082	-0.9386
CN_774390	19	36560508	-0.2605
CN_774391	19	36562284	-0.73
CN_774393	19	36565368	-0.161
CN_774394	19	36566053	-0.1481
CN_774395	19	36568760	-0.4805
CN_774396	19	36569098	-0.306
SNP_A-8553925	19	36573130	-0.4778
CN_774397	19	36574347	0.6988
CN_774398	19	36577854	-0.2116
SNP_A-2056835	19	36579341	-0.1085
SNP_A-8291804	19	36580737	-0.2605
CN_774399	19	36581642	0.3014
CN_774400	19	36582274	-1.0679
CN_774401	19	36583542	-0.611
CN_774402	19	36584294	-0.0541
SNP_A-8402072	19	36585128	-0.0326
CN_774403	19	36590247	0.5289
CN_774404	19	36594074	-0.0496
CN_167086	19	36594750	-0.9386
SNP_A-4286927	19	36595743	-0.1865
CN_774405	19	36597480	0.432
CN_774406	19	36597976	0.1545
CN_774407	19	36598754	0.0219
CN_774408	19	36600780	-0.6279
CN_167089	19	36602572	-1.983
SNP_A-8519014	19	36603533	0.6515
CN_774409	19	36604294	-0.009
CN_774410	19	36606101	-0.0641
CN_774411	19	36606445	-1.4829
SNP_A-1910055	19	36609348	-0.083
CN_774412	19	36609404	0.0435
CN_774413	19	36609908	0.2212
CN_774414	19	36622362	-0.0261
CN_774415	19	36622473	0.0614
CN_774416	19	36625882	-0.1481
CN_774418	19	36631690	0.6464
SNP_A-1847808	19	36632693	-0.0612
CN_774419	19	36632940	-0.3219
CN_774420	19	36633720	0.9039
CN_774421	19	36634221	0.029
CN_774423	19	36636960	-0.1262
SNP_A-1803591	19	36637173	0.181
CN_774424	19	36637503	-0.3536
CN_774425	19	36638094	0.6988
CN_774427	19	36642383	0.5378
CN_167096	19	36642457	0.5967
CN_774426	19	36642474	0.5378
SNP_A-2074898	19	36643166	-0.0679
CN_774428	19	36643285	0.007
CN_774429	19	36643309	-0.071
SNP_A-2090450	19	36643835	0.0502
CN_774430	19	36645260	-0.3121
CN_774431	19	36645275	-0.1699
CN_774433	19	36648968	0.4764
CN_776483	19	36649653	0.1072
CN_776484	19	36654180	0.0093
CN_776485	19	36654734	0.9421
CN_776486	19	36671146	0.142
CN_776487	19	36671170	0.5378
CN_776488	19	36671718	0.1285
CN_776489	19	36673884	-0.1949
SNP_A-8357255	19	36674551	0.422
CN_776490	19	36675054	0.7078
CN_776491	19	36675905	-0.398
